,name,calories,carbohydrate,total_fat,protein,cluster,name_encoded
357,Cheesy-Vegetable-Grill,333.0,74.3,0.9,10.6,0,119
358,Mixed-vegetable-in-hot-pepper,309.8,61.7,3.3,20.8,0,332
359,Kathal-ki-kurchan,272.8,44.3,10.8,5.4,0,2177
360,Paruppu-Thogayal,429.8,68.2,6.6,27.1,0,2179
361,Just-5-Minutes-Sesame-Potatoes,269.7,44.3,8.6,5.6,0,816
362,Chana-Salad,312.0,54.3,10.2,8.5,0,1234
363,Homemade-Sauerkraut,217.9,50.7,1.1,13.1,0,136
364,5-Ingredient-Strawberry-Pie,314.9,55.2,10.1,2.2,0,315
365,Baked-Potatoes-Mornay,418.1,71.1,8.1,17.3,0,23
366,Hot-Potato-Salad,433.0,75.8,11.4,9.4,0,43
367,Vegetarian-Chili,224.6,43.3,1.5,14.4,0,158
368,Tasty-Pizza-Sauce,240.4,41.0,7.6,7.8,0,366
369,Honey-Dew-Salad,448.6,99.8,2.5,11.7,0,97
370,Chicken-Fiesta-Salad,251.1,40.3,8.1,7.5,0,7
371,Berry-Smoothies,401.4,87.0,4.7,8.5,0,233
372,Garlic--amp--Parsley-New-Potatoes,392.0,82.2,4.1,9.9,0,33
373,Potato-and-Pea-Curry,258.6,43.8,7.3,6.4,0,11
374,Old-Fashioned-Gingerbread--1,473.8,83.0,13.7,5.8,0,218
375,Onion-and-Potato-casserole,287.6,51.2,7.1,6.8,0,53
376,Quick-Fried-Hearty-Salad,432.1,41.3,22.1,23.7,0,84
377,Baked-Beans-Deluxe,416.0,64.8,13.2,15.2,0,23
378,Chicken-and-Veggie-Packets,226.8,34.8,6.4,12.7,0,7
379,Onion-Jam,346.3,59.4,11.4,6.1,0,53
380,Hot-And-Sour-Vermicelli-Salad--Yam-Wun-Sen-,237.9,39.2,5.5,9.4,0,43
381,creamed-corn,462.9,101.8,7.7,13.8,0,341
382,Burritos-Con-Frijoles-Refritos,323.7,42.1,11.5,13.3,0,510
383,Captain-s-Linguine,319.8,45.5,3.6,24.8,0,1533
384,Liguine-with-Red-Faced-Clams,307.5,50.9,4.0,16.7,0,2186
385,Power-Shake,229.3,46.7,1.1,8.7,0,1236
386,Onion-Soup-Gratin,450.2,54.9,17.9,18.4,0,53
387,Beer-Bread,271.2,54.8,0.6,6.5,0,222
388,White-Machine-Bread,432.6,79.4,7.3,11.1,0,78
389,Cherry-Jubilee-Salad,299.0,35.6,13.5,10.6,0,82
390,Beryl-and-Jackie-s-Baked-Beans,355.6,64.0,8.3,10.9,0,2187
391,Homemade-Beefaroni,253.3,32.3,6.5,16.2,0,136
392,Something-Special-Mashed-Potatoes,307.8,50.3,9.1,7.7,0,1536
393,Turkish-Potato-Salad,332.6,49.2,14.1,6.0,0,430
394,Ham-Steaks-with-Pineapple-Rice,309.0,69.8,0.7,5.8,0,102
395,Potato-And-Herb-Bisque,468.4,79.8,11.5,13.9,0,11
396,Greek-Rice---Feta-Salad,464.4,83.3,8.8,11.5,0,157
397,Blueberry-Preserves,434.6,111.9,0.5,1.1,0,90
398,Michigan-Beans-and-Sausage,289.0,42.4,9.3,10.6,0,1537
399,White-Bread-Plus,421.9,72.5,9.8,9.4,0,78
400,Veggie-Fajitas,425.2,74.7,9.5,11.0,0,117
401,Calzones,445.4,72.1,11.0,13.8,0,1237
402,Sweet-Potato-Cranberry-Casserole,282.6,61.8,3.2,3.9,0,28
403,Crunchy-Strawberry-Jello-Salad,402.2,57.8,17.2,6.3,0,248
404,Caramel-Swirl-And-Apple-Cheesecake,250.5,37.5,7.6,8.4,0,120
405,Peach-Amaretto-Butter,318.1,81.3,0.4,1.4,0,114
406,Cucumber-Chicken-Pitas,298.9,37.2,8.4,17.8,0,165
407,Garlic-and-Herb-Pasta,324.4,62.5,6.2,8.4,0,33
408,Penne-With-Sun-Dried-Tomatoes,262.5,56.5,2.0,8.9,0,328
409,Sicilian-Pizza,299.8,39.1,7.6,19.2,0,1539
410,Curried-Mushroom-Soup,258.9,47.2,1.6,15.4,0,155
411,Refried-Beans,307.1,51.1,2.6,17.6,0,587
412,Fiesta-Vegetable-Stuffed-Bell-Peppers,280.7,31.7,11.1,15.8,0,517
413,Curry-Tuna-Fish-Sandwiches,265.7,26.6,4.7,28.6,0,103
414,Cheddar-Scalloped-Potatoes,250.2,46.4,4.7,6.7,0,168
415,Seasoned-Tomato-Sauce,301.3,45.5,12.6,8.6,0,620
416,Rice-With-Vegetables,391.8,59.8,10.5,18.0,0,10
417,Cookie-Pancakes,264.6,42.6,8.6,6.0,0,271
418,Middle-Eastern-Pita-Sandwiches,340.5,59.9,5.8,12.8,0,919
419,Rice-and-Peas,451.8,69.7,14.4,12.3,0,10
420,Smoked-Sausage-Supreme,380.1,76.4,6.6,8.1,0,313
421,Gemista,374.8,65.7,10.0,8.4,0,2190
422,Easy-Beef-Soup,364.1,46.2,13.6,16.2,0,24
423,Italian-Almond-Bread,338.6,55.8,9.1,8.8,0,92
424,Paula-s-Mexican-Rice,268.2,39.6,8.3,8.9,0,1238
425,Italian-Zucchini-Lasagna,311.0,39.2,8.9,19.3,0,92
426,Picnic--Orange-Apricot-Yogurt-Soup,297.4,33.3,12.9,14.2,0,673
427,Cookie-Granola-Topping,424.0,60.5,18.4,8.2,0,271
428,Ground-Beef--amp--Cabbage-Stew,436.5,71.4,9.7,21.5,0,674
429,Sticky-Rice--Glutinous-Rice---Kow-Neyo-,256.7,56.7,0.4,4.7,0,819
430,spicy-chicken-wings,435.2,87.1,3.2,14.9,0,52
431,Pineapple-Fluff,290.0,54.0,9.1,2.1,0,73
432,Lemon-rice-soup,306.5,58.7,5.2,6.0,0,37
433,My-Spanish-Rice,265.0,26.3,11.7,13.3,0,285
434,So-Smoothie--Mixed-Berry-,240.9,60.4,0.5,2.5,0,522
435,Pilafi--Greek-Style-Rice-,260.4,52.7,1.3,7.6,0,2194
436,Potato-Burgers,227.2,51.2,0.4,6.4,0,11
437,Southwest-Vegetable-Soup,286.7,46.8,5.8,16.1,0,414
438,Creamy-Corn-Soup,322.8,56.9,3.2,20.2,0,59
439,Carrot--Orange---Cumin-Soup,368.3,48.7,15.8,10.3,0,81
440,Creamy-Italian-Garlic-Dressing,354.8,47.2,4.0,39.4,0,59
441,Greek-Lentil-Soup,266.2,37.5,7.5,13.7,0,157
442,Jalapeno-Cheese-Bread--for-bread-making-machines-,266.3,40.8,7.1,9.0,0,370
443,Potatoes-Boulangere,374.7,65.1,9.7,8.9,0,12
444,Bergy-Dim-Sum--9--SteamedRice-Bundles-with-Chicken-and-mushrooms,331.3,49.3,5.2,19.9,0,921
445,Beef-Cubes--Pineapple-Cubes--Carrots-and-Potato,256.3,60.0,0.7,5.9,0,47
446,Zucchini--courgette--and-mushroom-casserole,498.2,50.2,24.4,22.3,0,65
447,Nanny-s-Tomato-Soup,284.5,59.6,3.2,8.5,0,1241
448,Budget-Beef--amp--Mushroom-Casserole,236.3,22.8,8.0,20.3,0,1543
449,Bulgur-Herb-Crostini,257.4,41.9,7.9,8.5,0,677
450,Easy-French-Onion-Soup,394.3,45.8,15.0,19.9,0,24
451,Heavenly-Hash--1-and--2,287.6,50.7,10.6,2.7,0,548
452,Delicious-Summery-Zucchini-and-Corn-Skillet,335.3,38.8,15.9,16.7,0,272
453,Brown-Rice-Salad,389.8,62.9,13.3,8.1,0,175
454,Injera--Ethiopian-Flat-Bread-,379.9,79.2,1.2,11.9,0,1545
455,Chicken-Delight,390.0,57.4,12.1,13.0,0,7
456,Italian-Rice-and-Peas,455.7,53.7,19.0,13.3,0,92
457,Fried-Corn,296.6,55.5,8.1,9.2,0,57
458,candy-apple-pie,323.9,57.6,10.5,1.7,0,230
459,Orange-Banana-Cooler,308.0,49.3,11.0,6.2,0,34
460,Grandma-Dora-s-Quick-Noodles--n-Cheese,251.1,22.8,11.5,13.9,0,432
461,-Denny-s--Vegetable-Beef-Barley-Soup,244.5,17.1,11.4,20.0,0,2200
462,Tomato-Pie,232.5,43.0,3.1,8.2,0,26
463,Unrolled-Cabbage-Rolls,267.6,36.7,6.5,16.2,0,2201
464,The-Easiest-Beer-Bread,333.5,56.4,5.2,10.2,0,50
465,Pasta-with-Sand,360.0,62.5,6.8,11.1,0,25
466,Funeral-Rice,479.9,99.6,5.7,7.3,0,2202
467,Scallops-with-Mushrooms,266.5,19.9,12.5,19.2,0,367
468,Orecchiette--With-Spinach--Garlic--and-Bacon,336.6,45.6,12.2,11.1,0,2203
469,Beer-Vichyssoise,378.1,51.6,14.2,9.3,0,222
470,Spicy-Rice-and-Corn,267.9,62.3,3.2,8.2,0,52
471,Quick-Hot-Rolls,324.3,56.3,7.2,7.8,0,84
472,Couscous-stuffed-Tomatoes,337.6,59.5,4.4,15.0,0,215
473,Oat-and-Walnut-Pancakes,272.5,43.2,7.4,9.6,0,181
474,Aloo-Curry--Potato-Curry-,376.9,75.3,5.7,9.3,0,628
475,Herbed-Home-Fries,425.1,60.2,18.5,7.0,0,219
476,Sprouts-and-potato-salad-in-Orange-juice,342.9,77.6,0.6,9.7,0,334
477,Berry-Grunt,405.8,76.3,9.6,6.3,0,233
478,Tofu-Scramble-with-Hollandaise-Sauce,416.2,38.9,20.1,27.8,0,141
479,Millet-Burgers,272.1,52.2,3.9,7.2,0,924
480,Oreo-Mint-Cocoa,368.1,50.4,14.8,9.1,0,678
481,Tuna-Fish-Casserole,294.6,33.7,9.1,18.8,0,80
482,hamburger-stew,372.4,54.5,7.9,21.4,0,458
483,Pineapple-Rice,367.4,64.0,11.8,2.7,0,73
484,Crusty-Pecan--Maple-Syrup--Butternut-Squash-Casserole,360.2,59.6,15.0,4.7,0,925
485,Orange-Sesame-Rice,310.2,45.6,10.7,8.6,0,34
486,Tomato-Risotto,288.8,41.8,10.7,6.7,0,26
487,Macaroni--amp--Cheese--amp--Hamburger,279.0,26.0,12.1,16.1,0,131
488,Green-Jello-Dessert,316.4,42.1,10.2,17.2,0,44
489,Best-Pudding-and-Pineapple-Pie-Ever,299.3,51.8,10.1,2.0,0,108
490,Swiss-Muesli,304.8,50.4,7.7,11.2,0,269
491,Low-Fat-Corn-Chowder,344.9,73.6,4.7,8.1,0,51
492,Muffuletta,263.0,45.1,4.2,11.5,0,1242
493,Creamy-Vegetable-soup,268.4,35.5,7.5,15.6,0,59
494,Warm-Pasta-Summer-Salad,285.1,46.9,6.5,9.2,0,247
495,Tortellini-Soup,307.2,30.8,14.2,14.2,0,484
496,Cheddar-Meatball-Spaghetti,351.6,61.2,6.1,12.1,0,168
497,Potato-Balls-Kartoffelkloesse--pronounced--Kleasa--,303.9,67.0,0.9,8.3,0,11
498,Simple-Potato-Curry,405.7,56.3,16.8,10.1,0,270
499,Effortless-Apple-Crisp,320.8,55.8,11.1,2.6,0,2205
500,Hot-German-Potato-Salad,347.6,70.5,4.1,8.1,0,43
501,Lemon-Roast-Potatoes,274.6,40.7,10.2,6.3,0,37
502,Stuffed-Shells,304.8,37.1,10.6,14.6,0,61
503,Butter-Bean-Soup-With-Watercress,332.8,56.2,7.6,12.0,0,29
504,Redhot-Pasta,415.8,89.8,3.7,9.4,0,2206
505,Lime-Daiquiri-With-Apricot-Brandy,334.2,76.4,0.6,3.2,0,186
506,Black-Bean-Dip,239.9,43.8,0.9,14.8,0,66
507,Saucy-Bok-Choy--Sprouts-and-Noodles,392.5,86.3,1.9,5.9,0,822
508,V-8-juice-for-canning,213.8,47.2,2.1,9.5,0,1244
509,Halloween-Cheddar-Fondue--for-the-adults-,264.0,32.9,10.5,10.1,0,823
510,Streusel-Plum-Cake,277.3,50.3,7.2,4.2,0,485
511,Kentucky-Fried-Chicken-Seasoning-Mix,347.7,72.5,2.4,10.8,0,679
512,Turkish-Chili,346.1,61.8,5.0,18.6,0,430
513,Yams-Sensational,336.4,59.4,10.6,3.8,0,1245
514,Roasted-Red-Pepper-Pasta-Sauce,298.6,30.9,13.1,14.8,0,49
515,Iced-Mocha---quick-and-easy,252.4,34.9,8.1,9.8,0,342
516,Hearty-Potato-Soup,372.5,73.9,0.9,19.4,0,237
517,Bulgur-Wheat-Salad---Turkish-Style,425.9,74.2,15.0,10.8,0,677
518,Halibut-Steaks,204.4,8.8,6.5,25.6,0,1049
519,Quince-Ginger-Marmalade--Jam-,451.5,116.6,0.0,0.0,0,2207
520,Kahlua-Coffee-Liqueur,458.0,67.1,0.0,0.1,0,740
521,Bruschetta,343.5,61.1,4.5,15.2,0,309
522,Apple-Pudding-Cake,366.2,56.3,15.3,4.3,0,20
523,Depression-Fudge-Cake,271.6,50.6,6.9,2.7,0,2208
524,Bread-Machine-Whole-Grain-Bread,361.3,56.9,11.3,9.1,0,15
525,Tomato-Pasta-Salad,282.8,50.6,4.7,9.7,0,26
526,Beans---Rice,370.3,78.0,1.4,14.7,0,30
527,Tomato-and-Pasta-Soup,284.4,53.5,4.9,8.5,0,26
528,Green-Chili-Rice-Timbales,479.6,88.6,7.2,13.0,0,44
529,Apple-Crisp,292.4,48.3,11.0,2.5,0,20
530,Low-Fat-Banana-Raisin-French-Toast,306.9,57.2,4.6,11.5,0,51
531,Sweet-Potato-Biscuits,394.3,59.6,13.5,8.1,0,28
532,Manhattan-Clam-Chowder--Quick-,251.6,32.5,2.1,26.4,0,825
533,Tomato-Sandwich-from-Italy,430.7,80.2,5.5,14.4,0,26
534,Quinoa-pilaf-with-pine-nuts,369.5,63.4,10.0,12.0,0,732
535,Roseann-s-Crock-Pot-Potatoes,496.5,95.6,9.2,10.3,0,2210
536,Lentil-Soup-with-Sausage,381.4,64.0,4.1,22.7,0,105
537,Potato-Soup,340.9,70.5,2.7,10.7,0,11
538,Asparagus-Soup,286.0,33.5,10.1,20.0,0,112
539,Garlic-Cheese-French-Bread,365.5,42.0,13.9,17.2,0,33
540,Mexican-Chicken-Salad-in-Tortilla-Bowls,418.5,63.9,10.6,16.1,0,87
541,Lemon-And-Chilli-Rice,378.0,80.0,2.6,6.8,0,37
542,Colonial-Pot-Roast,307.7,54.7,10.8,4.4,0,1051
543,Cilantro--hot-pepper-and-garlic-vinegar,381.2,61.6,17.4,12.7,0,407
544,curried-olive-canapes,282.2,32.0,11.5,12.7,0,155
545,Outback-Steakhouse-Bloomin--Onion,403.7,59.4,12.2,8.4,0,1556
546,Chicken-and-Dumpling-Casserole,383.1,46.8,16.5,11.6,0,7
547,Crispy-crackers,317.2,45.6,12.4,7.5,0,350
548,Cashew-Chicken,492.2,79.5,9.1,23.6,0,488
549,Swiss-Chicken-and-Ham-Rollups,339.7,56.6,8.1,8.5,0,269
550,Mediterranean-Lemon-Couscous-Salad,448.6,50.0,21.2,16.1,0,303
551,Barley-Zucchini-Pilaf,293.6,51.1,6.2,10.5,0,287
552,Microwave-Blueberry-Jam,321.6,82.7,0.7,1.7,0,278
553,Homemade-Bread,378.8,59.4,11.6,8.7,0,136
554,Spicy-Ham-and-Bean-Soup,336.0,50.5,3.5,27.3,0,52
555,Hot-Garlic-Fried-Rice,498.6,85.1,13.0,9.6,0,43
556,Oatmeal-with-a-twist,244.8,43.8,3.0,12.5,0,70
557,Cinnamon-Wheat-Pancakes-with-Hot-Boysenberry-Compote,229.2,46.4,1.6,9.8,0,129
558,Apple-Caramel-Syrup,301.8,78.7,0.1,0.1,0,20
559,Chitranna,492.7,85.0,12.7,9.6,0,2214
560,Applesauce,253.2,65.8,0.2,0.3,0,212
561,Potato-And-Cauliflower-Sour-Vegetable,252.9,46.6,5.5,7.5,0,11
562,Broccoli-Cheese-Soup-for-the-Soul,283.2,24.7,13.9,17.0,0,40
563,Turmeric-Fried-Rice,466.7,74.6,14.6,9.3,0,1248
564,Pasta-With-Green-Olives--Bacon--Mushroom-and-Artichoke,441.6,79.1,7.6,10.9,0,25
565,Paul-and-Linda-McCartney-s-Split-Pea-Soup,282.0,33.2,12.2,11.8,0,1054
566,Salmon-Barley-Pilaf,251.0,35.2,5.2,15.8,0,180
567,Spanish-Rice,239.6,51.3,1.7,6.1,0,277
568,Fried-Rice,399.2,83.7,3.0,10.1,0,57
569,Easy-Chilli-Beans,338.7,63.7,1.9,20.6,0,24
570,Classic-Minestrone,270.6,35.0,11.5,9.3,0,394
571,Lemon-Baked-Alaska,286.4,52.5,6.1,3.7,0,37
572,Basbousa---1576---1587---1576---1608---1587---1577--,327.1,51.0,12.0,4.5,0,2215
573,Strawberry-Baked-Alaska,328.1,54.8,10.8,4.1,0,68
574,French-Onion-Soup-With-Browned-Garlic,383.3,48.5,2.0,6.9,0,124
575,Chevy-s-Sweet-Corn-Tamalitos,282.6,46.0,11.1,4.9,0,2217
576,Asparagus-w--Herbed-Cheese-on-Toast,318.3,43.3,11.1,13.2,0,112
577,Tuna-Casserole,212.5,27.1,3.4,17.6,0,80
578,Moong-Sabzi--Lentil-Vegetable-Mix-,296.7,45.2,5.5,17.7,0,2219
579,Parmesan-Thins,342.3,22.9,18.1,21.9,0,132
580,Tequenos,471.4,64.0,19.4,9.1,0,2220
581,Hong-Kong-Baby-Corn-Delight,368.8,55.5,15.9,8.0,0,2221
582,Red-Peppers-in-Oil,217.3,49.5,1.8,8.7,0,48
583,Savory-Lentil-Stew,254.6,48.0,0.8,14.9,0,451
584,Pretty-Cherry-Parfaits,415.3,69.2,13.8,3.7,0,1250
585,Zoikssssssssssssss-Witches--Fingers,378.9,65.5,10.5,7.6,0,2223
586,Apple-Pecan-Cobbler,339.4,57.2,11.6,4.2,0,20
587,Chicken-in-Apple-and-Garlic,279.6,33.8,7.1,18.9,0,7
588,Cheesy-Red-Beans-and-Rice,394.2,55.7,11.9,15.5,0,119
589,Slow-Cooker-Beef-Stew,380.9,86.2,0.7,10.6,0,663
590,Potatoes-With-Mustard-and-Honey,497.9,78.0,19.1,7.7,0,12
591,Coll-uvetta--Rice-with-Raisins-,305.2,50.3,9.7,4.3,0,2224
592,Best-Ever-Vermicelli-Salad,290.8,50.8,5.3,9.9,0,108
593,Tuna-Pasta,317.2,48.2,3.8,21.3,0,80
594,Homemade-Milky-Way-Candy-Bars,283.2,58.0,6.5,1.3,0,136
595,Hot-Cocoa-for-a-Crowd,270.3,38.5,9.3,8.7,0,43
596,Chickpea-Cassoulet-with-Tomatoes-and-Chard,317.1,63.3,1.8,11.8,0,304
597,Baby-Boomer-Tuna-Casserole,286.4,33.2,7.6,20.6,0,489
598,kids-favorite-pasta,470.5,65.7,15.6,17.6,0,1058
599,Winter-Fruit-Salad,276.4,56.2,5.4,4.2,0,395
600,Oriental-Beef-and-Couscous,272.3,36.0,5.6,19.4,0,363
601,Israeli-Rice-and-Lentil-Stew-with-Cumin-and-Garlic,290.8,48.9,7.4,7.0,0,1562
602,Steak-and-Vegetable-Stir-Fry,432.9,69.8,5.9,23.8,0,133
603,Bell-Peppers-Ole-,280.8,41.0,8.7,11.8,0,223
604,Mom-s-Dirty-Rice,367.9,38.9,16.6,13.9,0,169
605,Hearty-Beef-and-Barley-Soup-With-Root-Vegetables,287.7,31.4,8.9,21.7,0,237
606,Greek-Pumpkin-Coils--Rodanchas-de-Kalvassa-,407.4,69.1,12.7,6.7,0,157
607,Warm-Ziti-Salad-with-Balsamic-Vinaigrette,291.0,51.1,5.6,8.6,0,247
608,Savory-Stuffed-Bell-Peppers,258.7,53.8,1.6,5.7,0,451
609,Cowboy-Steak-and-Vegetable-Soup,321.4,40.3,6.4,27.8,0,680
610,Garlic-Rice-with-Pine-Nuts,443.4,80.8,9.3,8.1,0,33
611,Fruit-Swirl-Coffee-Cake,357.4,59.9,11.5,4.4,0,32
612,Homemade-Low-Calorie-Potato-Chips,304.0,64.5,2.6,7.5,0,136
613,Broccoli-Lasagna-Rolls,240.2,39.9,3.4,14.4,0,40
614,Roasted-Pumpkin-Risotto,271.8,42.9,5.7,6.0,0,49
615,Baked-Pumpkins-with-Wild-Rice-Stuffing,335.1,63.8,5.0,11.3,0,23
616,Beef-Soft-Tacos,255.8,26.6,10.5,12.7,0,47
617,Rich-French-Onion-Soup,338.1,45.1,11.2,14.4,0,354
618,Fabulous-Chili-Con-Carne-With-Beans,310.0,34.0,9.0,25.0,0,681
619,Baking-Stone-Fries,284.1,64.5,0.3,7.5,0,1062
620,Sunday-Dinner-Veggies-on-a-Baking-Stone,317.9,71.3,1.0,10.7,0,1039
621,Quick-Minestrone-Soup,492.2,97.4,3.0,17.8,0,84
622,Thanksgiving-for-10--Butternut-Squash,281.2,41.0,11.6,9.2,0,742
623,Bombay-Rice--amp--Lentils,426.5,59.9,18.7,7.5,0,1563
624,Soy-Smoothie,230.1,32.3,3.2,19.1,0,671
625,Turkey--Wild-Rice-and-Cranberry-Salad,314.1,32.2,14.0,16.3,0,126
626,Quick-Ham--amp--Macaroni-Casserole,278.7,25.5,9.6,22.9,0,84
627,Wild-Rice--Dried-Fruit-and-Toasted-Hazelnut-Stuffing,412.8,67.9,12.8,10.0,0,211
628,Poached-Salmon-with-Pine-Nuts-and-Sun-Dried-Tomatoes,227.5,17.4,8.3,22.6,0,632
629,Brown-Sugar-Peach-Pie-With-Coconut-Streusel,323.1,53.5,11.6,4.1,0,175
630,Cheddar-Crust-Granny-Smith-Apple-Pie,396.8,54.4,17.3,7.8,0,168
631,Chicken-Casserole,355.6,36.9,14.0,19.0,0,7
632,stephanie-s-bruschetta,488.1,78.5,12.8,16.4,0,2234
633,Cranberry-Apple-Crumble-Muffins,350.3,55.5,13.0,4.6,0,72
634,Greek-Pasta-Dinner,424.4,75.3,10.5,11.1,0,157
635,Grandma-s-Famous-Potato-Salad,316.2,48.8,11.8,6.0,0,432
636,Cocoa-Pecan-Pie,352.4,62.2,11.6,5.0,0,393
637,Praline-Pumpkin-Pie,293.0,45.1,9.6,5.4,0,829
638,Kindli-Cookies,290.4,45.7,10.2,4.9,0,2235
639,INJERA--Flat-bread-,363.2,76.5,1.2,11.0,0,1545
640,Arroz-Brazilian-Style-Rice-,258.8,50.2,3.8,4.5,0,1063
641,North-Pole-Soup,277.1,36.7,6.8,17.4,0,904
642,Stuffed-Grape-Leaves--persian-,454.1,83.0,7.0,17.6,0,61
643,Lentil-Bolognese-Sauce,451.0,70.9,3.5,26.6,0,105
644,Oyster-Stuffing,448.8,73.0,8.8,17.8,0,409
645,Toasted-Swiss---Ham-Sandwich,311.1,59.6,2.7,12.8,0,433
646,Easy-Dump-Cake,376.2,59.3,14.2,3.8,0,24
647,Kicky-Hot-Chocolate,267.5,39.4,9.7,9.1,0,2236
648,Danish-Christmas-Rice-Porridge,271.2,36.8,9.1,10.1,0,516
649,Sweet-Buns,271.3,46.9,5.9,7.4,0,28
650,Spaghetti-Torte,328.8,45.0,8.5,17.2,0,118
651,Harvest-Apple-Salsa-with-Cinnamon-Chips,340.3,63.1,8.5,6.1,0,519
652,Smart-Alec-Pork-Neck-Bones-Spaghetti---Pressure-Cooker-Style,355.8,64.5,5.5,11.2,0,2237
653,Stuffed-Tomato-Flowers,351.1,67.0,5.3,9.4,0,61
654,Super-Duper-Sweet-Potatoes,297.8,55.8,8.1,2.7,0,335
655,Angel-Hair-Pasta-With-Creamy-Pesto,289.7,31.4,12.7,12.9,0,195
656,Cabbage-Rolls,325.8,47.8,5.1,23.6,0,58
657,Special-Roasted-Potatoes,313.0,48.6,11.3,5.5,0,344
658,Spicy-Chickpeas,271.2,43.0,7.6,9.2,0,52
659,Moroccan-Lentil-Soup,327.2,56.2,4.6,17.5,0,461
660,Red-Beans,310.2,25.6,14.6,19.4,0,48
661,Lean-Protein-Pancakes,280.4,35.1,7.9,18.2,0,1255
662,Enchiladas-Rojas,273.0,38.8,7.8,11.4,0,349
663,Kidney-Bean-Sandwich,284.0,52.8,2.2,13.8,0,798
664,Asparagus-Pasta-Soup,404.1,51.9,14.1,20.6,0,112
665,Rosemary-White-Beans,307.7,36.8,10.9,16.7,0,207
666,Sweet-Potato-Puffs,415.9,64.1,17.0,4.5,0,28
667,Wendy-s-Rhubarb-Stir-Cake,303.4,53.7,8.4,3.9,0,930
668,Green-Beans--Potatoes-and-Bacon-Salad-from-Liege,432.5,57.8,15.3,18.5,0,44
669,Vegan-Biscuits-and-Gravy-for-Lovers,310.7,42.6,12.4,6.6,0,190
670,Irish-Brown-Bread,278.8,60.1,1.5,10.9,0,172
671,Strawberry-Strawberry-Pie-from-THE-REALLY-GOOD-FOOD-COOK-BOOK,299.3,50.2,10.1,3.4,0,68
672,Granny-s-Biscuits,479.2,97.2,2.0,15.4,0,743
673,French-Cabbage-Soup,398.0,41.0,19.7,15.7,0,124
674,Pork-and-Mango-Curry,442.0,69.0,11.4,19.6,0,128
675,Spicy-Low-fat--New-Potatoes,273.9,47.3,7.2,5.6,0,52
676,Indonesian-Spiced-Rice,300.8,53.3,6.2,7.1,0,744
677,Thanksgiving-for-10--New-Pasta-Salad,366.0,71.3,2.7,12.2,0,742
678,Vegetable-Risotto-With-Pesto,363.5,55.2,10.1,14.0,0,31
679,Spicy-Chicken-Pasta,373.6,47.9,10.4,20.4,0,52
680,BRAMBOROVE-KNEDLIKY--Potato-dumplings-,275.8,57.3,1.4,8.4,0,2244
681,Solo-Sweet-Onion-Rice,317.2,63.1,2.4,9.1,0,1256
682,Down-Home-Beef-Stew,293.1,41.3,4.2,22.8,0,619
683,Scalloped-Potatoes-with-Sun-Dried-Tomato-Pesto,262.5,34.7,9.5,10.3,0,383
684,All-Day-Beef-Stew,196.6,22.7,3.8,19.4,0,423
685,Pasta-Mexicali,315.6,51.9,8.5,10.5,0,25
686,Ajnavi-Sandesh,349.7,49.4,12.6,11.3,0,2247
687,Shurit-Ads--Lentil--amp--Garlic-Soup-,374.1,56.4,5.6,24.9,0,2249
688,Gregg-s-Cranberry-Nut-Bread,308.6,54.9,8.4,4.9,0,2251
689,Asian-Noodle-Skillet,238.8,18.1,9.8,19.1,0,397
690,Chunky-Texas-Cowboy-Caviar,340.3,47.2,14.3,12.3,0,351
691,Bonnie-Stern-s-Extra-Large-Apricot-Oatmeal-Cookies,338.3,51.5,13.4,5.2,0,1567
692,8-Layer-Casserole,302.9,45.3,6.8,17.1,0,1551
693,Peanut-Butter-Crunch-Squares,411.4,59.8,17.4,7.2,0,36
694,Fannie-Farmer-s-Scalloped-Potatoes,356.7,48.5,15.1,8.3,0,1568
695,Black-Eyed-Pea-Gumbo,422.8,52.8,16.6,15.1,0,66
696,Chicken-Tortilla-Soup,283.6,50.3,2.1,18.5,0,7
697,Cabbage-Beef-Soup,265.3,43.5,3.2,18.8,0,58
698,Pineapple-Punch,474.4,41.2,6.3,1.2,0,73
699,Easy-Pasta-Primavera,416.1,55.3,13.6,18.7,0,24
700,Jigg-s-Dinner,407.6,93.0,0.8,11.1,0,2255
701,Chicken-and-corn-potatoes,306.6,69.3,0.5,8.5,0,7
702,Delicious-Jambalaya-,423.8,80.5,5.8,16.2,0,272
703,Kevin-s-Favorite-Tomatoes-and-Clams-pasta-sauce,298.2,11.0,13.6,22.5,0,1569
704,Finger-Paints,390.1,96.2,0.0,0.2,0,1258
705,Broccoli-Pasta-in-a-Fresh-Tomato-Sauce,291.5,53.4,4.7,10.0,0,40
706,Irish-Soda-Bread,285.6,51.8,4.1,9.3,0,172
707,Banana-Bread,282.9,53.2,6.7,3.8,0,38
708,Lemon-Chicken-and-Vegetables,222.9,25.3,4.7,17.7,0,37
709,Zucchini-Vermicelli-Toss,303.6,46.2,8.8,10.0,0,65
710,Un-Fried-Potato-Latkes,256.2,46.1,4.9,7.9,0,2257
711,Corn-Chowder-by-Bonnie-Clairmont,295.5,44.3,11.1,9.8,0,35
712,Winter-Vegetable-Curry,436.6,90.1,2.6,14.3,0,395
713,Banana-Caramel-Fluff,493.5,97.4,9.7,7.3,0,38
714,Octo-Dogs---Shells,332.4,39.3,14.3,12.4,0,2259
